Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/4008        std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::~priority_queue() [269]
                0.00    0.00    2000/4008        void std::_Destroy<std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >*) [181]
                0.00    0.00    2002/4008        create(std::vector<point, std::allocator<point> >&) [8]
[157]    0.0    0.00    0.00    4008         std::vector<edge, std::allocator<edge> >::~vector() [157]
                0.00    0.00    4008/12196       std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() [124]
                0.00    0.00    4008/6070        void std::_Destroy<edge*, edge>(edge*, edge*, std::allocator<edge>&) [145]
                0.00    0.00    4008/4008        std::_Vector_base<edge, std::allocator<edge> >::~_Vector_base() [156]
-----------------------------------------------
                0.00    0.00    4002/4002        std::allocator<edge>::allocator(std::allocator<edge> const&) [160]
[158]    0.0    0.00    0.00    4002         __gnu_cxx::new_allocator<edge>::new_allocator(__gnu_cxx::new_allocator<edge> const&) [158]
-----------------------------------------------
                0.00    0.00    2000/4002        std::vector<edge, std::allocator<edge> >::operator=(std::vector<edge, std::allocator<edge> > const&) [31]
                0.00    0.00    2002/4002        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
[159]    0.0    0.00    0.00    4002         std::vector<edge, std::allocator<edge> >::end() const [159]
                0.00    0.00    4002/16606       __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >::__normal_iterator(edge const* const&) [122]
-----------------------------------------------
                0.00    0.00    4002/4002        std::_Vector_base<edge, std::allocator<edge> >::_Vector_impl::_Vector_impl(std::allocator<edge> const&) [161]
[160]    0.0    0.00    0.00    4002         std::allocator<edge>::allocator(std::allocator<edge> const&) [160]
                0.00    0.00    4002/4002        __gnu_cxx::new_allocator<edge>::new_allocator(__gnu_cxx::new_allocator<edge> const&) [158]
-----------------------------------------------
                0.00    0.00    4002/4002        std::_Vector_base<edge, std::allocator<edge> >::_Vector_base(unsigned long, std::allocator<edge> const&) [163]
[161]    0.0    0.00    0.00    4002         std::_Vector_base<edge, std::allocator<edge> >::_Vector_impl::_Vector_impl(std::allocator<edge> const&) [161]
                0.00    0.00    4002/4002        std::allocator<edge>::allocator(std::allocator<edge> const&) [160]
-----------------------------------------------
                0.00    0.00    4002/4002        std::_Vector_base<edge, std::allocator<edge> >::_Vector_base(unsigned long, std::allocator<edge> const&) [163]
[162]    0.0    0.00    0.00    4002         std::_Vector_base<edge, std::allocator<edge> >::_M_create_storage(unsigned long) [162]
                0.00    0.00    4002/6064        std::_Vector_base<edge, std::allocator<edge> >::_M_allocate(unsigned long) [146]
-----------------------------------------------
                0.00    0.00    2000/4002        std::vector<edge, std::allocator<edge> >::vector(unsigned long, edge const&, std::allocator<edge> const&) [23]
                0.00    0.00    2002/4002        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
[163]    0.0    0.00    0.00    4002         std::_Vector_base<edge, std::allocator<edge> >::_Vector_base(unsigned long, std::allocator<edge> const&) [163]
                0.00    0.00    4002/4002        std::_Vector_base<edge, std::allocator<edge> >::_Vector_impl::_Vector_impl(std::allocator<edge> const&) [161]
                0.00    0.00    4002/4002        std::_Vector_base<edge, std::allocator<edge> >::_M_create_storage(unsigned long) [162]
-----------------------------------------------
                0.00    0.00    4002/4002        edge* std::uninitialized_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [167]
[164]    0.0    0.00    0.00    4002         edge* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [164]
                0.00    0.00    4002/4002        edge* std::copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [169]
-----------------------------------------------
                0.00    0.00    4002/4002        edge* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [166]
[165]    0.0    0.00    0.00    4002         edge* std::__copy_move_a<false, edge const*, edge*>(edge const*, edge const*, edge*) [165]
                0.00    0.00    4002/4126        edge* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<edge>(edge const*, edge const*, edge*) [149]
-----------------------------------------------
                0.00    0.00    4002/4002        edge* std::copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [169]
[166]    0.0    0.00    0.00    4002         edge* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [166]
                0.00    0.00    8004/8004        std::_Niter_base<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >) [139]
                0.00    0.00    4002/6374        std::_Niter_base<edge*>::iterator_type std::__niter_base<edge*>(edge*) [141]
                0.00    0.00    4002/4002        edge* std::__copy_move_a<false, edge const*, edge*>(edge const*, edge const*, edge*) [165]
-----------------------------------------------
                0.00    0.00    4002/4002        edge* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, edge>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, std::allocator<edge>&) [168]
[167]    0.0    0.00    0.00    4002         edge* std::uninitialized_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [167]
                0.00    0.00    4002/4002        edge* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [164]
-----------------------------------------------
                0.00    0.00    2000/4002        edge* std::vector<edge, std::allocator<edge> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >(unsigned long, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >) [179]
                0.00    0.00    2002/4002        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
[168]    0.0    0.00    0.00    4002         edge* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, edge>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, std::allocator<edge>&) [168]
                0.00    0.00    4002/4002        edge* std::uninitialized_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [167]
-----------------------------------------------
                0.00    0.00    4002/4002        edge* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [164]
[169]    0.0    0.00    0.00    4002         edge* std::copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [169]
                0.00    0.00    8004/8004        std::_Miter_base<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >) [138]
                0.00    0.00    4002/4002        edge* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*) [166]
-----------------------------------------------
                0.00    0.00    2000/4000        void std::_Destroy_aux<false>::__destroy<std::vector<edge, std::allocator<edge> >*>(std::vector<edge, std::allocator<edge> >*, std::vector<edge, std::allocator<edge> >*) [248]
                0.00    0.00    2000/4000        std::vector<edge, std::allocator<edge> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<edge, std::allocator<edge> >*, unsigned long, std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >*, unsigned long, std::vector<edge, std::allocator<edge> > const&) [271]
[170]    0.0    0.00    0.00    4000         std::vector<edge, std::allocator<edge> >* std::__addressof<std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >&) [170]
-----------------------------------------------
                0.00    0.00     124/2126        std::vector<edge, std::allocator<edge> >::max_size() const [184]
                0.00    0.00    2002/2126        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
[171]    0.0    0.00    0.00    2126         std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() const [171]
-----------------------------------------------
                0.00    0.00       6/2006        std::allocator<edge>::allocator() [194]
                0.00    0.00    2000/2006        std::allocator<edge>::allocator() [176]
[172]    0.0    0.00    0.00    2006         __gnu_cxx::new_allocator<edge>::new_allocator() [172]
-----------------------------------------------
                0.00    0.00    2002/2002        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
[173]    0.0    0.00    0.00    2002         __gnu_cxx::__alloc_traits<std::allocator<edge> >::_S_select_on_copy(std::allocator<edge> const&) [173]
-----------------------------------------------
                0.00    0.00       2/2002        std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::priority_queue(greater_edge<edge> const&, std::vector<edge, std::allocator<edge> > const&) [39]
                0.00    0.00    2000/2002        void std::_Construct<std::vector<edge, std::allocator<edge> >, std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >*, std::vector<edge, std::allocator<edge> > const&) [180]
[174]    0.0    0.00    0.00    2002         std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
                0.00    0.00    2002/2126        std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() const [171]
                0.00    0.00    2002/2002        __gnu_cxx::__alloc_traits<std::allocator<edge> >::_S_select_on_copy(std::allocator<edge> const&) [173]
                0.00    0.00    2002/2008250     std::vector<edge, std::allocator<edge> >::size() const [112]
                0.00    0.00    2002/4002        std::_Vector_base<edge, std::allocator<edge> >::_Vector_base(unsigned long, std::allocator<edge> const&) [163]
                0.00    0.00    2002/12196       std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() [124]
                0.00    0.00    2002/4002        std::vector<edge, std::allocator<edge> >::end() const [159]
                0.00    0.00    2002/12604       std::vector<edge, std::allocator<edge> >::begin() const [123]
                0.00    0.00    2002/4002        edge* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, edge>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, std::allocator<edge>&) [168]
-----------------------------------------------
                0.00    0.00    2000/2000        std::vector<edge, std::allocator<edge> >::operator=(std::vector<edge, std::allocator<edge> > const&) [31]
[175]    0.0    0.00    0.00    2000         std::vector<edge, std::allocator<edge> >::capacity() const [175]
-----------------------------------------------
                0.00    0.00    2000/2000        create(std::vector<point, std::allocator<point> >&) [8]
[176]    0.0    0.00    0.00    2000         std::allocator<edge>::allocator() [176]
                0.00    0.00    2000/2006        __gnu_cxx::new_allocator<edge>::new_allocator() [172]
-----------------------------------------------
                0.00    0.00    2000/2000        create(std::vector<point, std::allocator<point> >&) [8]
[177]    0.0    0.00    0.00    2000         std::allocator<edge>::~allocator() [177]
                0.00    0.00    2000/6008        __gnu_cxx::new_allocator<edge>::~new_allocator() [147]
-----------------------------------------------
                0.00    0.00    2000/2000        prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
[178]    0.0    0.00    0.00    2000         std::_Bit_reference::operator=(bool) [178]
-----------------------------------------------
                0.00    0.00    2000/2000        std::vector<edge, std::allocator<edge> >::operator=(std::vector<edge, std::allocator<edge> > const&) [31]
[179]    0.0    0.00    0.00    2000         edge* std::vector<edge, std::allocator<edge> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >(unsigned long, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >) [179]
                0.00    0.00    2000/6064        std::_Vector_base<edge, std::allocator<edge> >::_M_allocate(unsigned long) [146]
                0.00    0.00    2000/12196       std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() [124]
                0.00    0.00    2000/4002        edge* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, edge>(__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, edge*, std::allocator<edge>&) [168]
-----------------------------------------------
                0.00    0.00    2000/2000        std::vector<edge, std::allocator<edge> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<edge, std::allocator<edge> >*, unsigned long, std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >*, unsigned long, std::vector<edge, std::allocator<edge> > const&) [271]
[180]    0.0    0.00    0.00    2000         void std::_Construct<std::vector<edge, std::allocator<edge> >, std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >*, std::vector<edge, std::allocator<edge> > const&) [180]
                0.00    0.00    2000/1002998     operator new(unsigned long, void*) [117]
                0.00    0.00    2000/2002        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
-----------------------------------------------
                0.00    0.00    2000/2000        void std::_Destroy_aux<false>::__destroy<std::vector<edge, std::allocator<edge> >*>(std::vector<edge, std::allocator<edge> >*, std::vector<edge, std::allocator<edge> >*) [248]
[181]    0.0    0.00    0.00    2000         void std::_Destroy<std::vector<edge, std::allocator<edge> > >(std::vector<edge, std::allocator<edge> >*) [181]
                0.00    0.00    2000/4008        std::vector<edge, std::allocator<edge> >::~vector() [157]
-----------------------------------------------
                0.00    0.00     248/248         edge* std::copy<edge*, edge*>(edge*, edge*, edge*) [191]
[182]    0.0    0.00    0.00     248         std::_Miter_base<edge*>::iterator_type std::__miter_base<edge*>(edge*) [182]
                0.00    0.00     248/6622        std::_Iter_base<edge*, false>::_S_base(edge*) [140]
-----------------------------------------------
                0.00    0.00     124/124         std::vector<edge, std::allocator<edge> >::max_size() const [184]
[183]    0.0    0.00    0.00     124         __gnu_cxx::__alloc_traits<std::allocator<edge> >::max_size(std::allocator<edge> const&) [183]
                0.00    0.00     124/4186        __gnu_cxx::new_allocator<edge>::max_size() const [148]
-----------------------------------------------
                0.00    0.00     124/124         std::vector<edge, std::allocator<edge> >::_M_check_len(unsigned long, char const*) const [192]
[184]    0.0    0.00    0.00     124         std::vector<edge, std::allocator<edge> >::max_size() const [184]
                0.00    0.00     124/2126        std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() const [171]
                0.00    0.00     124/124         __gnu_cxx::__alloc_traits<std::allocator<edge> >::max_size(std::allocator<edge> const&) [183]
-----------------------------------------------
                0.00    0.00     124/124         edge* std::uninitialized_copy<edge*, edge*>(edge*, edge*, edge*) [188]
[185]    0.0    0.00    0.00     124         edge* std::__uninitialized_copy<true>::__uninit_copy<edge*, edge*>(edge*, edge*, edge*) [185]
                0.00    0.00     124/124         edge* std::copy<edge*, edge*>(edge*, edge*, edge*) [191]
-----------------------------------------------
                0.00    0.00     124/124         edge* std::__copy_move_a2<false, edge*, edge*>(edge*, edge*, edge*) [187]
[186]    0.0    0.00    0.00     124         edge* std::__copy_move_a<false, edge*, edge*>(edge*, edge*, edge*) [186]
                0.00    0.00     124/4126        edge* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<edge>(edge const*, edge const*, edge*) [149]
-----------------------------------------------
                0.00    0.00     124/124         edge* std::copy<edge*, edge*>(edge*, edge*, edge*) [191]
[187]    0.0    0.00    0.00     124         edge* std::__copy_move_a2<false, edge*, edge*>(edge*, edge*, edge*) [187]
                0.00    0.00     372/6374        std::_Niter_base<edge*>::iterator_type std::__niter_base<edge*>(edge*) [141]
                0.00    0.00     124/124         edge* std::__copy_move_a<false, edge*, edge*>(edge*, edge*, edge*) [186]
-----------------------------------------------
                0.00    0.00     124/124         edge* std::__uninitialized_copy_a<edge*, edge*, edge>(edge*, edge*, edge*, std::allocator<edge>&) [189]
[188]    0.0    0.00    0.00     124         edge* std::uninitialized_copy<edge*, edge*>(edge*, edge*, edge*) [188]
                0.00    0.00     124/124         edge* std::__uninitialized_copy<true>::__uninit_copy<edge*, edge*>(edge*, edge*, edge*) [185]
-----------------------------------------------
                0.00    0.00     124/124         edge* std::__uninitialized_move_if_noexcept_a<edge*, edge*, std::allocator<edge> >(edge*, edge*, edge*, std::allocator<edge>&) [190]
[189]    0.0    0.00    0.00     124         edge* std::__uninitialized_copy_a<edge*, edge*, edge>(edge*, edge*, edge*, std::allocator<edge>&) [189]
                0.00    0.00     124/124         edge* std::uninitialized_copy<edge*, edge*>(edge*, edge*, edge*) [188]
-----------------------------------------------
                0.00    0.00     124/124         std::vector<edge, std::allocator<edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge const&) [37]
[190]    0.0    0.00    0.00     124         edge* std::__uninitialized_move_if_noexcept_a<edge*, edge*, std::allocator<edge> >(edge*, edge*, edge*, std::allocator<edge>&) [190]
                0.00    0.00     124/124         edge* std::__uninitialized_copy_a<edge*, edge*, edge>(edge*, edge*, edge*, std::allocator<edge>&) [189]
-----------------------------------------------
                0.00    0.00     124/124         edge* std::__uninitialized_copy<true>::__uninit_copy<edge*, edge*>(edge*, edge*, edge*) [185]
[191]    0.0    0.00    0.00     124         edge* std::copy<edge*, edge*>(edge*, edge*, edge*) [191]
                0.00    0.00     248/248         std::_Miter_base<edge*>::iterator_type std::__miter_base<edge*>(edge*) [182]
                0.00    0.00     124/124         edge* std::__copy_move_a2<false, edge*, edge*>(edge*, edge*, edge*) [187]
-----------------------------------------------
                0.00    0.00      62/62          std::vector<edge, std::allocator<edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge const&) [37]
[192]    0.0    0.00    0.00      62         std::vector<edge, std::allocator<edge> >::_M_check_len(unsigned long, char const*) const [192]
                0.00    0.00     248/2008250     std::vector<edge, std::allocator<edge> >::size() const [112]
                0.00    0.00     124/124         std::vector<edge, std::allocator<edge> >::max_size() const [184]
                0.00    0.00      62/62          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [193]
-----------------------------------------------
                0.00    0.00      62/62          std::vector<edge, std::allocator<edge> >::_M_check_len(unsigned long, char const*) const [192]
[193]    0.0    0.00    0.00      62         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [193]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<edge, std::allocator<edge> >::_Vector_impl::_Vector_impl() [195]
[194]    0.0    0.00    0.00       6         std::allocator<edge>::allocator() [194]
                0.00    0.00       6/2006        __gnu_cxx::new_allocator<edge>::new_allocator() [172]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<edge, std::allocator<edge> >::_Vector_base() [196]
[195]    0.0    0.00    0.00       6         std::_Vector_base<edge, std::allocator<edge> >::_Vector_impl::_Vector_impl() [195]
                0.00    0.00       6/6           std::allocator<edge>::allocator() [194]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<edge, std::allocator<edge> >::vector() [197]
[196]    0.0    0.00    0.00       6         std::_Vector_base<edge, std::allocator<edge> >::_Vector_base() [196]
                0.00    0.00       6/6           std::_Vector_base<edge, std::allocator<edge> >::_Vector_impl::_Vector_impl() [195]
-----------------------------------------------
                0.00    0.00       2/6           create(std::vector<point, std::allocator<point> >&) [8]
                0.00    0.00       4/6           prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
[197]    0.0    0.00    0.00       6         std::vector<edge, std::allocator<edge> >::vector() [197]
                0.00    0.00       6/6           std::_Vector_base<edge, std::allocator<edge> >::_Vector_base() [196]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                0.00    0.00       4/6           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [202]
[198]    0.0    0.00    0.00       6         unsigned long* std::__addressof<unsigned long>(unsigned long&) [198]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator<point>::~allocator() [235]
                0.00    0.00       2/4           std::allocator<point>::~allocator() [236]
[199]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<point>::~new_allocator() [199]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator<std::vector<edge, std::allocator<edge> > >::~allocator() [239]
                0.00    0.00       2/4           std::allocator<std::vector<edge, std::allocator<edge> > >::~allocator() [240]
[200]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<edge, std::allocator<edge> > >::~new_allocator() [200]
-----------------------------------------------
                0.00    0.00       2/4           std::allocator<unsigned long>::~allocator() [245]
                0.00    0.00       2/4           std::allocator<unsigned long>::~allocator() [246]
[201]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [201]
-----------------------------------------------
                0.00    0.00       2/4           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [267]
                0.00    0.00       2/4           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [38]
[202]    0.0    0.00    0.00       4         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [202]
                0.00    0.00       4/6           unsigned long* std::__addressof<unsigned long>(unsigned long&) [198]
-----------------------------------------------
                0.00    0.00       4/4           std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [207]
[203]    0.0    0.00    0.00       4         std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [203]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<point, std::allocator<point> >::_M_fill_initialize(unsigned long, point const&) [273]
                0.00    0.00       2/4           std::vector<point, std::allocator<point> >::~vector() [275]
[204]    0.0    0.00    0.00       4         std::_Vector_base<point, std::allocator<point> >::_M_get_Tp_allocator() [204]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >::_M_fill_initialize(unsigned long, std::vector<edge, std::allocator<edge> > const&) [276]
                0.00    0.00       2/4           std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >::~vector() [278]
[205]    0.0    0.00    0.00       4         std::_Vector_base<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >::_M_get_Tp_allocator() [205]
-----------------------------------------------
                0.00    0.00       2/4           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [265]
                0.00    0.00       2/4           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
[206]    0.0    0.00    0.00       4         std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [206]
-----------------------------------------------
                0.00    0.00       4/4           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [286]
[207]    0.0    0.00    0.00       4         std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [207]
                0.00    0.00       4/4           std::_Iter_base<unsigned long*, false>::_S_base(unsigned long*) [203]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<point> >::deallocate(std::allocator<point>&, point*, unsigned long) [222]
[208]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<point>::deallocate(point*, unsigned long) [208]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<point> >::allocate(std::allocator<point>&, unsigned long) [223]
[209]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<point>::allocate(unsigned long, void const*) [209]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<point>::max_size() const [228]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<point>::allocator(std::allocator<point> const&) [234]
[210]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<point>::new_allocator(__gnu_cxx::new_allocator<point> const&) [210]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<point>::allocator() [233]
[211]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<point>::new_allocator() [211]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<std::vector<edge, std::allocator<edge> > > >::deallocate(std::allocator<std::vector<edge, std::allocator<edge> > >&, std::vector<edge, std::allocator<edge> >*, unsigned long) [224]
[212]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<edge, std::allocator<edge> > >::deallocate(std::vector<edge, std::allocator<edge> >*, unsigned long) [212]
-----------------------------------------------
