Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00 6413212/9427544     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::__normal_iterator(edge* const&) [108]
-----------------------------------------------
                0.00    0.00  151640/2422062     bool __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >::operator()<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >) [36]
                0.04    0.00 2270422/2422062     bool __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> >::operator()<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge>(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge&) [14]
[12]     0.7    0.04    0.00 2422062         greater_edge<edge>::operator()(edge const&, edge const&) const [12]
-----------------------------------------------
                0.00    0.00       2/1016268     void std::__make_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [40]
                0.00    0.00      62/1016268     std::vector<edge, std::allocator<edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge const&) [37]
                0.00    0.00    8602/1016268     void std::__pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [34]
                0.00    0.00    8602/1016268     void std::pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [33]
                0.02    0.02  999000/1016268     void std::push_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [7]
[13]     0.7    0.02    0.02 1016268         __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::difference_type __gnu_cxx::operator-<edge*, std::vector<edge, std::allocator<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&) [13]
                0.02    0.00 2032536/2032660     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::base() const [28]
-----------------------------------------------
                0.00    0.04 2270422/2270422     void std::__push_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, edge, __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, long, edge, __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> >) [9]
[14]     0.6    0.00    0.04 2270422         bool __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> >::operator()<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge>(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge&) [14]
                0.04    0.00 2270422/2422062     greater_edge<edge>::operator()(edge const&, edge const&) const [12]
                0.00    0.00 2270422/7438018     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::operator*() const [109]
-----------------------------------------------
                0.00    0.00       4/2008608     std::_Bit_iterator::_Bit_iterator() [42]
                0.03    0.00 2008604/2008608     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [16]
[15]     0.5    0.03    0.00 2008608         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [15]
                0.00    0.00 2008608/2008608     std::iterator<std::random_access_iterator_tag, bool, long, bool*, bool&>::iterator() [111]
-----------------------------------------------
                0.00    0.00       2/2008604     std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                0.00    0.03 2008602/2008604     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [10]
[16]     0.5    0.00    0.03 2008604         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [16]
                0.03    0.00 2008604/2008608     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00    1998/1000998     prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
                0.02    0.00  999000/1000998     std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::push(edge const&) [6]
[17]     0.3    0.02    0.00 1000998         std::vector<edge, std::allocator<edge> >::push_back(edge const&) [17]
                0.00    0.00      62/62          std::vector<edge, std::allocator<edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge const&) [37]
                0.00    0.00 1000936/1000998     void __gnu_cxx::__alloc_traits<std::allocator<edge> >::construct<edge>(std::allocator<edge>&, edge*, edge const&) [119]
                0.00    0.00      62/1007666     std::vector<edge, std::allocator<edge> >::end() [114]
-----------------------------------------------
                0.00    0.00    8606/2016610     prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
                0.02    0.00 2008004/2016610     create(std::vector<point, std::allocator<point> >&) [8]
[18]     0.3    0.02    0.00 2016610         std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >::size() const [18]
-----------------------------------------------
                0.00    0.02 2008602/2008602     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [10]
[19]     0.3    0.00    0.02 2008602         std::_Bit_iterator::operator*() const [19]
                0.02    0.00 2008602/2008602     std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [20]
-----------------------------------------------
                0.02    0.00 2008602/2008602     std::_Bit_iterator::operator*() const [19]
[20]     0.3    0.02    0.00 2008602         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [20]
-----------------------------------------------
                0.00    0.02    2000/2000        edge* std::uninitialized_fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [25]
[21]     0.3    0.00    0.02    2000         edge* std::__uninitialized_fill_n<true>::__uninit_fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [21]
                0.00    0.02    2000/2000        edge* std::fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [27]
-----------------------------------------------
                0.00    0.02    2000/2000        std::vector<edge, std::allocator<edge> >::vector(unsigned long, edge const&, std::allocator<edge> const&) [23]
[22]     0.3    0.00    0.02    2000         std::vector<edge, std::allocator<edge> >::_M_fill_initialize(unsigned long, edge const&) [22]
                0.00    0.02    2000/2000        edge* std::__uninitialized_fill_n_a<edge*, unsigned long, edge, edge>(edge*, unsigned long, edge const&, std::allocator<edge>&) [26]
                0.00    0.00    2000/12196       std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() [124]
-----------------------------------------------
                0.00    0.02    2000/2000        create(std::vector<point, std::allocator<point> >&) [8]
[23]     0.3    0.00    0.02    2000         std::vector<edge, std::allocator<edge> >::vector(unsigned long, edge const&, std::allocator<edge> const&) [23]
                0.00    0.02    2000/2000        std::vector<edge, std::allocator<edge> >::_M_fill_initialize(unsigned long, edge const&) [22]
                0.00    0.00    2000/4002        std::_Vector_base<edge, std::allocator<edge> >::_Vector_base(unsigned long, std::allocator<edge> const&) [163]
-----------------------------------------------
                0.02    0.00    2000/2000        edge* std::fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [27]
[24]     0.3    0.02    0.00    2000         __gnu_cxx::__enable_if<!std::__is_scalar<edge>::__value, edge*>::__type std::__fill_n_a<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [24]
-----------------------------------------------
                0.00    0.02    2000/2000        edge* std::__uninitialized_fill_n_a<edge*, unsigned long, edge, edge>(edge*, unsigned long, edge const&, std::allocator<edge>&) [26]
[25]     0.3    0.00    0.02    2000         edge* std::uninitialized_fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [25]
                0.00    0.02    2000/2000        edge* std::__uninitialized_fill_n<true>::__uninit_fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [21]
-----------------------------------------------
                0.00    0.02    2000/2000        std::vector<edge, std::allocator<edge> >::_M_fill_initialize(unsigned long, edge const&) [22]
[26]     0.3    0.00    0.02    2000         edge* std::__uninitialized_fill_n_a<edge*, unsigned long, edge, edge>(edge*, unsigned long, edge const&, std::allocator<edge>&) [26]
                0.00    0.02    2000/2000        edge* std::uninitialized_fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [25]
-----------------------------------------------
                0.00    0.02    2000/2000        edge* std::__uninitialized_fill_n<true>::__uninit_fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [21]
[27]     0.3    0.00    0.02    2000         edge* std::fill_n<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [27]
                0.02    0.00    2000/2000        __gnu_cxx::__enable_if<!std::__is_scalar<edge>::__value, edge*>::__type std::__fill_n_a<edge*, unsigned long, edge>(edge*, unsigned long, edge const&) [24]
                0.00    0.00    2000/6374        std::_Niter_base<edge*>::iterator_type std::__niter_base<edge*>(edge*) [141]
-----------------------------------------------
                0.00    0.00     124/2032660     std::vector<edge, std::allocator<edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge const&) [37]
                0.02    0.00 2032536/2032660     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::difference_type __gnu_cxx::operator-<edge*, std::vector<edge, std::allocator<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&) [13]
[28]     0.3    0.02    0.00 2032660         __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::base() const [28]
-----------------------------------------------
                0.00    0.00    4000/15988000     main [3]
                0.01    0.00 15984000/15988000     create(std::vector<point, std::allocator<point> >&) [8]
[29]     0.2    0.01    0.00 15988000         std::vector<point, std::allocator<point> >::operator[](unsigned long) [29]
-----------------------------------------------
                0.00    0.00 3998000/8997000     create(std::vector<point, std::allocator<point> >&) [8]
                0.01    0.00 4999000/8997000     prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
[30]     0.2    0.01    0.00 8997000         std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >::operator[](unsigned long) [30]
-----------------------------------------------
                0.01    0.00    2000/2000        create(std::vector<point, std::allocator<point> >&) [8]
[31]     0.2    0.01    0.00    2000         std::vector<edge, std::allocator<edge> >::operator=(std::vector<edge, std::allocator<edge> > const&) [31]
                0.00    0.00    2000/2008250     std::vector<edge, std::allocator<edge> >::size() const [112]
                0.00    0.00    2000/2000        std::vector<edge, std::allocator<edge> >::capacity() const [175]
                0.00    0.00    2000/4002        std::vector<edge, std::allocator<edge> >::end() const [159]
                0.00    0.00    2000/12604       std::vector<edge, std::allocator<edge> >::begin() const [123]
                0.00    0.00    2000/2000        edge* std::vector<edge, std::allocator<edge> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > > >(unsigned long, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge const*, std::vector<edge, std::allocator<edge> > >) [179]
                0.00    0.00    2000/12196       std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() [124]
                0.00    0.00    2000/6070        void std::_Destroy<edge*, edge>(edge*, edge*, std::allocator<edge>&) [145]
                0.00    0.00    2000/6070        std::_Vector_base<edge, std::allocator<edge> >::_M_deallocate(edge*, unsigned long) [143]
-----------------------------------------------
                0.00    0.01    8602/8602        prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
[32]     0.2    0.00    0.01    8602         std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::pop() [32]
                0.00    0.01    8602/8602        void std::pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [33]
                0.00    0.00    8602/1007666     std::vector<edge, std::allocator<edge> >::end() [114]
                0.00    0.00    8602/1007666     std::vector<edge, std::allocator<edge> >::begin() [115]
                0.00    0.00    8602/8602        std::vector<edge, std::allocator<edge> >::pop_back() [134]
-----------------------------------------------
                0.00    0.01    8602/8602        std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::pop() [32]
[33]     0.2    0.00    0.01    8602         void std::pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [33]
                0.00    0.01    8602/8602        void std::__pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [34]
                0.00    0.00    8602/1016268     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::difference_type __gnu_cxx::operator-<edge*, std::vector<edge, std::allocator<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&) [13]
                0.00    0.00    8602/8602        __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::operator--() [129]
                0.00    0.00    8602/8604        __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > __gnu_cxx::__ops::__iter_comp_iter<greater_edge<edge> >(greater_edge<edge>) [126]
-----------------------------------------------
                0.00    0.01    8602/8602        void std::pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [33]
[34]     0.2    0.00    0.01    8602         void std::__pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [34]
                0.00    0.01    8602/8602        void std::__adjust_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, edge, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, long, edge, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [35]
                0.00    0.00    8602/1016268     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::difference_type __gnu_cxx::operator-<edge*, std::vector<edge, std::allocator<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&) [13]
                0.00    0.00   25806/7438018     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::operator*() const [109]
-----------------------------------------------
                0.00    0.01    8602/8602        void std::__pop_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [34]
[35]     0.1    0.00    0.01    8602         void std::__adjust_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, edge, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, long, edge, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [35]
                0.01    0.00  606698/6413212     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::operator+(long) const [11]
                0.00    0.00  151640/151640      bool __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >::operator()<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >) [36]
                0.00    0.00    8602/1007602     void std::__push_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, edge, __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, long, edge, __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> >) [9]
                0.00    0.00  303418/7438018     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::operator*() const [109]
                0.00    0.00    8602/8602        __gnu_cxx::__ops::_Iter_comp_val<greater_edge<edge> > __gnu_cxx::__ops::__iter_comp_val<greater_edge<edge> >(__gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [130]
-----------------------------------------------
                0.00    0.00  151640/151640      void std::__adjust_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, edge, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, long, long, edge, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [35]
[36]     0.0    0.00    0.00  151640         bool __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >::operator()<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >) [36]
                0.00    0.00  151640/2422062     greater_edge<edge>::operator()(edge const&, edge const&) const [12]
                0.00    0.00  303280/7438018     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::operator*() const [109]
-----------------------------------------------
                0.00    0.00      62/62          std::vector<edge, std::allocator<edge> >::push_back(edge const&) [17]
[37]     0.0    0.00    0.00      62         std::vector<edge, std::allocator<edge> >::_M_insert_aux(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, edge const&) [37]
                0.00    0.00      62/1016268     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::difference_type __gnu_cxx::operator-<edge*, std::vector<edge, std::allocator<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&) [13]
                0.00    0.00     124/2032660     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::base() const [28]
                0.00    0.00     186/12196       std::_Vector_base<edge, std::allocator<edge> >::_M_get_Tp_allocator() [124]
                0.00    0.00     124/124         edge* std::__uninitialized_move_if_noexcept_a<edge*, edge*, std::allocator<edge> >(edge*, edge*, edge*, std::allocator<edge>&) [190]
                0.00    0.00      62/62          std::vector<edge, std::allocator<edge> >::_M_check_len(unsigned long, char const*) const [192]
                0.00    0.00      62/1007666     std::vector<edge, std::allocator<edge> >::begin() [115]
                0.00    0.00      62/6064        std::_Vector_base<edge, std::allocator<edge> >::_M_allocate(unsigned long) [146]
                0.00    0.00      62/1000998     void __gnu_cxx::__alloc_traits<std::allocator<edge> >::construct<edge>(std::allocator<edge>&, edge*, edge const&) [119]
                0.00    0.00      62/6070        void std::_Destroy<edge*, edge>(edge*, edge*, std::allocator<edge>&) [145]
                0.00    0.00      62/6070        std::_Vector_base<edge, std::allocator<edge> >::_M_deallocate(edge*, unsigned long) [143]
-----------------------------------------------
                0.00    0.00       2/2           prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
[38]     0.0    0.00    0.00       2         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [38]
                0.00    0.00       2/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [44]
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [45]
                0.00    0.00       2/4           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [202]
                0.00    0.00       2/2           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [286]
-----------------------------------------------
                0.00    0.00       2/2           prim(std::vector<std::vector<edge, std::allocator<edge> >, std::allocator<std::vector<edge, std::allocator<edge> > > >&, int) [5]
[39]     0.0    0.00    0.00       2         std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::priority_queue(greater_edge<edge> const&, std::vector<edge, std::allocator<edge> > const&) [39]
                0.00    0.00       2/2           void std::make_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [41]
                0.00    0.00       2/2002        std::vector<edge, std::allocator<edge> >::vector(std::vector<edge, std::allocator<edge> > const&) [174]
                0.00    0.00       2/1007666     std::vector<edge, std::allocator<edge> >::end() [114]
                0.00    0.00       2/1007666     std::vector<edge, std::allocator<edge> >::begin() [115]
-----------------------------------------------
                0.00    0.00       2/2           void std::make_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [41]
[40]     0.0    0.00    0.00       2         void std::__make_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [40]
                0.00    0.00       2/1016268     __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >::difference_type __gnu_cxx::operator-<edge*, std::vector<edge, std::allocator<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > > const&) [13]
-----------------------------------------------
                0.00    0.00       2/2           std::priority_queue<edge, std::vector<edge, std::allocator<edge> >, greater_edge<edge> >::priority_queue(greater_edge<edge> const&, std::vector<edge, std::allocator<edge> > const&) [39]
[41]     0.0    0.00    0.00       2         void std::make_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge> >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, greater_edge<edge>) [41]
                0.00    0.00       2/2           void std::__make_heap<__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > >(__gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__normal_iterator<edge*, std::vector<edge, std::allocator<edge> > >, __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> >) [40]
                0.00    0.00       2/8604        __gnu_cxx::__ops::_Iter_comp_iter<greater_edge<edge> > __gnu_cxx::__ops::__iter_comp_iter<greater_edge<edge> >(greater_edge<edge>) [126]
-----------------------------------------------
                0.00    0.00       4/4           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [43]
[42]     0.0    0.00    0.00       4         std::_Bit_iterator::_Bit_iterator() [42]
                0.00    0.00       4/2008608     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00       2/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [44]
[43]     0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [43]
                0.00    0.00       4/4           std::_Bit_iterator::_Bit_iterator() [42]
                0.00    0.00       2/2           std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [244]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [38]
[44]     0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [44]
                0.00    0.00       2/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [43]
